file,propeller,volume
"16x16-PERF.PE0","16x16: radius 8.00 in, 2 blades, hub radius 0.620 in","model 3.6208 in^3 with the bore cut; file quotes 3.9626 in^3"
"16x4E-PERF.PE0","16x4E: radius 8.00 in, 2 blades, hub radius 0.500 in","model 2.0058 in^3 with the bore cut; file quotes 2.0893 in^3"
"16x4W-PERF.PE0","16x4W: radius 8.00 in, 2 blades, hub radius 0.620 in","model 3.1871 in^3 with the bore cut; file quotes 3.4131 in^3"
"16x55MR-PERF.PE0","16x5.5MR: radius 8.00 in, 2 blades, hub radius 0.400 in","model 1.5512 in^3 with the bore cut; file quotes 1.6142 in^3"
"16x6-PERF.PE0","16x6: radius 8.00 in, 2 blades, hub radius 0.620 in","model 3.3248 in^3 with the bore cut; file quotes 3.4846 in^3"
"16x6E-PERF.PE0","16x6E: radius 8.00 in, 2 blades, hub radius 0.500 in","model 1.8159 in^3 with the bore cut; file quotes 1.9354 in^3"
"16x7-PERF.PE0","16x7: radius 8.00 in, 2 blades, hub radius 0.620 in","model 3.4296 in^3 with the bore cut; file quotes 3.5771 in^3"
"16x7E(3D)-PERF.PE0","16x7E: radius 8.00 in, 2 blades, hub radius 0.500 in","model 1.5100 in^3 with the bore cut; file quotes 1.6928 in^3"
"16x8-PERF.PE0","16x8: radius 8.00 in, 2 blades, hub radius 0.620 in","model 3.5682 in^3 with the bore cut; file quotes 3.7887 in^3"
"16x8E-PERF.PE0","16x8E: radius 8.00 in, 2 blades, hub radius 0.500 in","model 1.7731 in^3 with the bore cut; file quotes 1.9122 in^3"
"17x10-PERF.PE0","17x10: radius 8.47 in, 2 blades, hub radius 0.620 in","model 3.9669 in^3 with the bore cut; file quotes 4.3835 in^3"
"17x10E-PERF.PE0","17x10E: radius 8.47 in, 2 blades, hub radius 0.510 in","model 2.1345 in^3 with the bore cut; file quotes 2.3875 in^3"
"17x10N-PERF.PE0","17x10N: radius 8.50 in, 2 blades, hub radius 0.570 in","model 3.2322 in^3 with the bore cut; file quotes 3.7699 in^3"
"17x10WE-PERF.PE0","17x10WE: radius 8.47 in, 2 blades, hub radius 0.510 in","model 2.6873 in^3 with the bore cut; file quotes 2.9672 in^3"
"17x12E-PERF.PE0","17x12E: radius 8.47 in, 2 blades, hub radius 0.510 in","model 2.1262 in^3 with the bore cut; file quotes 2.4278 in^3"
"17x12W-PERF.PE0","17x12W: radius 8.47 in, 2 blades, hub radius 0.620 in","model 4.6656 in^3 with the bore cut; file quotes 4.9988 in^3"
"17x13-PERF.PE0","17x13: radius 8.47 in, 2 blades, hub radius 0.620 in","model 4.2103 in^3 with the bore cut; file quotes 4.5327 in^3"
"17x4W-PERF.PE0","17x4W: radius 8.47 in, 2 blades, hub radius 0.620 in","model 3.3302 in^3 with the bore cut; file quotes 3.6010 in^3"
"17x6-PERF.PE0","17x6: radius 8.47 in, 2 blades, hub radius 0.620 in","model 3.8662 in^3 with the bore cut; file quotes 4.2640 in^3"
"17x6E-PERF.PE0","17x6E: radius 8.47 in, 2 blades, hub radius 0.510 in","model 2.1616 in^3 with the bore cut; file quotes 2.3961 in^3"
"17x7E-PERF.PE0","17x7E: radius 8.47 in, 2 blades, hub radius 0.510 in","model 2.1560 in^3 with the bore cut; file quotes 2.3971 in^3"
"17x8-PERF.PE0","17x8: radius 8.47 in, 2 blades, hub radius 0.620 in","model 3.9312 in^3 with the bore cut; file quotes 4.3361 in^3"
"17x8E-PERF.PE0","17x8E: radius 8.47 in, 2 blades, hub radius 0.510 in","model 2.1462 in^3 with the bore cut; file quotes 2.3896 in^3"
"17x8N-PERF.PE0","17x8N: radius 8.50 in, 2 blades, hub radius 0.570 in","model 3.0903 in^3 with the bore cut; file quotes 3.5981 in^3"
"181x10-PERF.PE0","18.1x10: radius 9.05 in, 2 blades, hub radius 0.620 in","model 4.8305 in^3 with the bore cut; file quotes 5.0172 in^3"
"181x12-PERF.PE0","18.1x12: radius 9.05 in, 2 blades, hub radius 0.620 in","model 4.6300 in^3 with the bore cut; file quotes 4.7691 in^3"
"18x10-PERF.PE0","18x10: radius 9.00 in, 2 blades, hub radius 0.880 in","model 4.4735 in^3 with the bore cut; file quotes 4.7955 in^3"
"18x10E-PERF.PE0","18x10E: radius 9.00 in, 2 blades, hub radius 0.620 in","model 2.4501 in^3 with the bore cut; file quotes 2.6802 in^3"
"18x12-PERF.PE0","18x12: radius 9.00 in, 2 blades, hub radius 0.880 in","model 4.6120 in^3 with the bore cut; file quotes 4.9950 in^3"
"18x12E-PERF.PE0","18x12E: radius 9.00 in, 2 blades, hub radius 0.620 in","model 2.4535 in^3 with the bore cut; file quotes 2.6985 in^3"
"18x12WE-PERF.PE0","18x12WE: radius 9.00 in, 2 blades, hub radius 0.620 in","model 2.7156 in^3 with the bore cut; file quotes 2.9738 in^3"
"18x14-PERF.PE0","18x14: radius 9.00 in, 2 blades, hub radius 0.880 in","model 4.6552 in^3 with the bore cut; file quotes 5.2607 in^3"
"18x55MR-PERF.PE0","18x5.5MR: radius 9.00 in, 2 blades, hub radius 0.500 in","model 2.2158 in^3 with the bore cut; file quotes 2.2911 in^3"
"18x6W-PERF.PE0","18x6W: radius 9.00 in, 2 blades, hub radius 0.880 in","model 4.4484 in^3 with the bore cut; file quotes 4.7011 in^3"
"18x7WP-PERF.PE0","18x7WP: radius 9.00 in, 2 blades, hub radius 0.880 in","model 4.4496 in^3 with the bore cut; file quotes 4.7151 in^3"
"18x8-PERF.PE0","18x8: radius 9.00 in, 2 blades, hub radius 0.880 in","model 4.4644 in^3 with the bore cut; file quotes 4.7367 in^3"
"18x8E-PERF.PE0","18x8E: radius 9.00 in, 2 blades, hub radius 0.620 in","model 2.4799 in^3 with the bore cut; file quotes 2.7025 in^3"
"18x8W-PERF.PE0","18x8W: radius 9.00 in, 2 blades, hub radius 0.880 in","model 4.2329 in^3 with the bore cut; file quotes 5.2448 in^3"
"19x10E-PERF.PE0","19x10E: radius 9.50 in, 2 blades, hub radius 0.620 in","model 2.7959 in^3 with the bore cut; file quotes 3.0469 in^3"
"19x11-PERF.PE0","19x11: radius 9.50 in, 2 blades, hub radius 0.620 in","model 4.6807 in^3 with the bore cut; file quotes 5.0555 in^3"
"19x12E-PERF.PE0","19x12E: radius 9.50 in, 2 blades, hub radius 0.620 in","model 2.7762 in^3 with the bore cut; file quotes 3.0383 in^3"
"19x12WE-PERF.PE0","19x12WE: radius 9.50 in, 2 blades, hub radius 0.620 in","model 3.7910 in^3 with the bore cut; file quotes 4.1186 in^3"
"19x8E-PERF.PE0","19x8E: radius 9.50 in, 2 blades, hub radius 0.620 in","model 2.8569 in^3 with the bore cut; file quotes 3.1027 in^3"
"19x8W-PERF.PE0","19x8W: radius 9.50 in, 2 blades, hub radius 0.880 in","model 4.7270 in^3 with the bore cut; file quotes 5.9506 in^3"
"205x105PN-PERF.PE0","20.5x10.5PN: radius 10.25 in, 2 blades, hub radius 0.680 in","model 6.2300 in^3 with the bore cut; file quotes 6.3868 in^3"
"205x105WPN-PERF.PE0","20.5x10.5WPN: radius 10.25 in, 2 blades, hub radius 0.680 in","model 5.6319 in^3 with the bore cut; file quotes 6.3959 in^3"
"205x10PN-PERF.PE0","20.5x10PN: radius 10.25 in, 2 blades, hub radius 0.680 in","model 6.2300 in^3 with the bore cut; file quotes 6.3868 in^3"
"205x12WE-PERF.PE0","20.5x12WE: radius 10.25 in, 2 blades, hub radius 0.620 in","model 4.4021 in^3 with the bore cut; file quotes 4.8414 in^3"
"205x135EPN-PERF.PE0","20.5x13.5EPN: radius 10.25 in, 2 blades, hub radius 0.620 in","model 3.2869 in^3 with the bore cut; file quotes 3.6535 in^3"
"205x14E-PERF.PE0","20.5x14E: radius 10.25 in, 2 blades, hub radius 0.620 in","model 4.1439 in^3 with the bore cut; file quotes 4.5663 in^3"
"205x14EPN-PERF.PE0","20.5x14EPN: radius 10.25 in, 2 blades, hub radius 0.620 in","model 3.2789 in^3 with the bore cut; file quotes 3.6315 in^3"
"205x205E(CD)-PERF.PE0","20.5x20.5E: radius 10.35 in, 2 blades, hub radius 0.580 in","model 3.0479 in^3 with the bore cut; file quotes 3.2223 in^3"
"20x10-PERF.PE0","20x10: radius 10.00 in, 2 blades, hub radius 0.880 in","model 6.1849 in^3 with the bore cut; file quotes 6.7667 in^3"
"20x105PN-PERF.PE0","20x10.5PN: radius 10.00 in, 2 blades, hub radius 0.680 in","model 5.7289 in^3 with the bore cut; file quotes 5.8884 in^3"
"20x10E-PERF.PE0","20x10E: radius 10.00 in, 2 blades, hub radius 0.620 in","model 3.2625 in^3 with the bore cut; file quotes 3.6135 in^3"
"20x10PN-PERF.PE0","20x10PN: radius 10.00 in, 2 blades, hub radius 0.680 in","model 6.1160 in^3 with the bore cut; file quotes 6.2819 in^3"
"20x10W-PERF.PE0","20x10W: radius 10.00 in, 2 blades, hub radius 1.000 in","model 5.9895 in^3 with the bore cut; file quotes 7.1781 in^3"
"20x11E-PERF.PE0","20x11E: radius 10.00 in, 2 blades, hub radius 0.620 in","model 3.3197 in^3 with the bore cut; file quotes 3.6706 in^3"
"20x12-PERF.PE0","20x12: radius 10.00 in, 2 blades, hub radius 0.880 in","model 6.1848 in^3 with the bore cut; file quotes 6.9569 in^3"
"20x12WE-PERF.PE0","20x12WE: radius 10.00 in, 2 blades, hub radius 0.620 in","model 3.7153 in^3 with the bore cut; file quotes 4.1491 in^3"
"20x13E-PERF.PE0","20x13E: radius 10.00 in, 2 blades, hub radius 0.620 in","model 3.2700 in^3 with the bore cut; file quotes 3.6460 in^3"
"20x14-PERF.PE0","20x14: radius 10.00 in, 2 blades, hub radius 0.880 in","model 5.5663 in^3 with the bore cut; file quotes 7.0174 in^3"
"20x15(WCAR-T6)-PERF.PE0","20x15: radius 10.00 in, 2 blades, hub radius 1.000 in","model 7.5785 in^3 with the bore cut; file quotes 7.4857 in^3"
"20x15C-PERF.PE0","20x15C: radius 10.00 in, 2 blades, hub radius 0.880 in","model 5.9471 in^3 with the bore cut; file quotes 7.0014 in^3"
"20x15E-PERF.PE0","20x15E: radius 10.00 in, 2 blades, hub radius 0.620 in","model 3.2664 in^3 with the bore cut; file quotes 3.6367 in^3"
"20x18(F1-GT)-PERF.PE0","20x18: radius 10.00 in, 2 blades, hub radius 1.000 in","model 7.7711 in^3 with the bore cut; file quotes 8.1783 in^3"
"20x225EP(CD)-PERF.PE0","20x22.5EP: radius 10.00 in, 2 blades, hub radius 0.750 in","model 3.3655 in^3 with the bore cut; file quotes 3.5607 in^3"
"20x8-PERF.PE0","20x8: radius 10.00 in, 2 blades, hub radius 0.880 in","model 6.1634 in^3 with the bore cut; file quotes 6.6558 in^3"
"20x8E-PERF.PE0","20x8E: radius 10.00 in, 2 blades, hub radius 0.620 in","model 3.2979 in^3 with the bore cut; file quotes 3.6101 in^3"
"20x8W-PERF.PE0","20x8W: radius 10.00 in, 2 blades, hub radius 1.000 in","model 5.8793 in^3 with the bore cut; file quotes 7.0188 in^3"
"215x105PN-PERF.PE0","21.5x10.5PN: radius 10.76 in, 2 blades, hub radius 0.680 in","model 5.5800 in^3 with the bore cut; file quotes 6.2225 in^3"
"215x10WPN-PERF.PE0","21.5x10WPN: radius 10.76 in, 2 blades, hub radius 0.680 in","model 5.5675 in^3 with the bore cut; file quotes 6.2987 in^3"
"215x13EPN-PERF.PE0","21.5x13EPN: radius 10.75 in, 2 blades, hub radius 0.620 in","model 3.6867 in^3 with the bore cut; file quotes 4.0629 in^3"
"21x105PN-PERF.PE0","21x10.5PN: radius 10.50 in, 2 blades, hub radius 0.680 in","model 5.5715 in^3 with the bore cut; file quotes 6.0825 in^3"
"21x10PN-PERF.PE0","21x10PN: radius 10.50 in, 2 blades, hub radius 0.680 in","model 5.5501 in^3 with the bore cut; file quotes 6.2213 in^3"
"21x10W-PERF.PE0","21x10W: radius 10.50 in, 2 blades, hub radius 1.000 in","model 6.6318 in^3 with the bore cut; file quotes 8.6532 in^3"
"21x12WE-PERF.PE0","21x12WE: radius 10.50 in, 2 blades, hub radius 0.620 in","model 4.3727 in^3 with the bore cut; file quotes 4.8238 in^3"
"21x135EPN-PERF.PE0","21x13.5EPN: radius 10.50 in, 2 blades, hub radius 0.620 in","model 3.5014 in^3 with the bore cut; file quotes 3.8752 in^3"
"21x13E-PERF.PE0","21x13E: radius 10.50 in, 2 blades, hub radius 0.620 in","model 3.6516 in^3 with the bore cut; file quotes 4.1205 in^3"
"21x13WE-PERF.PE0","21x13WE: radius 10.50 in, 2 blades, hub radius 0.620 in","model 4.3903 in^3 with the bore cut; file quotes 4.8368 in^3"
"22x10-PERF.PE0","22x10: radius 11.00 in, 2 blades, hub radius 0.950 in","model 8.0467 in^3 with the bore cut; file quotes 8.6390 in^3"
"22x10E-PERF.PE0","22x10E: radius 11.00 in, 2 blades, hub radius 0.690 in","model 4.4747 in^3 with the bore cut; file quotes 4.9422 in^3"
"22x12E-PERF.PE0","22x12E: radius 11.00 in, 2 blades, hub radius 0.690 in","model 4.4496 in^3 with the bore cut; file quotes 4.9251 in^3"
"22x12WE-PERF.PE0","22x12WE: radius 11.00 in, 2 blades, hub radius 0.690 in","model 5.4471 in^3 with the bore cut; file quotes 5.9993 in^3"
"22x13EPN-PERF.PE0","22x13EPN: radius 11.00 in, 2 blades, hub radius 0.620 in","model 3.8777 in^3 with the bore cut; file quotes 4.2003 in^3"
"22x8-PERF.PE0","22x8: radius 11.00 in, 2 blades, hub radius 0.950 in","model 7.9616 in^3 with the bore cut; file quotes 8.5132 in^3"
"24x12E-PERF.PE0","24x12E: radius 12.00 in, 2 blades, hub radius 0.690 in","model 5.5383 in^3 with the bore cut; file quotes 6.0834 in^3"
"25x125E-PERF.PE0","25x12.5E: radius 12.50 in, 2 blades, hub radius 0.690 in","model 7.4178 in^3 with the bore cut; file quotes 8.4059 in^3"
"26x13E-PERF.PE0","26x13E: radius 13.00 in, 2 blades, hub radius 0.880 in","model 7.0596 in^3 with the bore cut; file quotes 7.6503 in^3"
"26x15E-PERF.PE0","26x15E: radius 13.00 in, 2 blades, hub radius 0.880 in","model 7.1236 in^3 with the bore cut; file quotes 7.7562 in^3"
"27x13E-PERF.PE0","27x13E: radius 13.50 in, 2 blades, hub radius 0.880 in","model 7.8961 in^3 with the bore cut; file quotes 8.5597 in^3"
"28x20-4-PERF.PE0","28x20-4: radius 13.90 in, 4 blades, hub radius 1.450 in","model 21.2531 in^3 with the bore cut; file quotes 12.1784 in^3"
"41x41E-PERF.PE0","4.1x4.1E: radius 2.05 in, 2 blades, hub radius 0.250 in","model 0.0775 in^3 with the bore cut; file quotes 0.1090 in^3"
"42x2-PERF.PE0","4.2x2: radius 2.09 in, 2 blades, hub radius 0.250 in","model 0.0787 in^3 with the bore cut; file quotes 0.1134 in^3"
"42x4-PERF.PE0","4.2x4: radius 2.09 in, 2 blades, hub radius 0.250 in","model 0.0923 in^3 with the bore cut; file quotes 0.1235 in^3"
"44x4-PERF.PE0","4.4x4: radius 2.19 in, 2 blades, hub radius 0.250 in","model 0.1175 in^3 with the bore cut; file quotes 0.1508 in^3"
"45x35-PERF.PE0","4.5x3.5: radius 2.25 in, 2 blades, hub radius 0.250 in","model 0.1240 in^3 with the bore cut; file quotes 0.1569 in^3"
"45x4-PERF.PE0","4.5x4: radius 2.25 in, 2 blades, hub radius 0.250 in","model 0.1236 in^3 with the bore cut; file quotes 0.1579 in^3"
"45x41E-PERF.PE0","4.5x4.1E: radius 2.25 in, 2 blades, hub radius 0.250 in","model 0.0931 in^3 with the bore cut; file quotes 0.1234 in^3"
"46x3-PERF.PE0","4.6x3: radius 2.31 in, 2 blades, hub radius 0.320 in","model 0.1457 in^3 with the bore cut; file quotes 0.1730 in^3"
"475x4-PERF.PE0","4.75x4: radius 2.38 in, 2 blades, hub radius 0.320 in","model 0.1502 in^3 with the bore cut; file quotes 0.1780 in^3"
"475x45E-PERF.PE0","4.75x4.5E: radius 2.38 in, 2 blades, hub radius 0.250 in","model 0.0822 in^3 with the bore cut; file quotes 0.1210 in^3"
"475x475E-PERF.PE0","4.75x4.75E: radius 2.38 in, 2 blades, hub radius 0.250 in","model 0.0802 in^3 with the bore cut; file quotes 0.1192 in^3"
"475x55E-PERF.PE0","4.75x5.5E: radius 2.38 in, 2 blades, hub radius 0.250 in","model 0.0857 in^3 with the bore cut; file quotes 0.1246 in^3"
"47x42E-PERF.PE0","4.7x4.2E: radius 2.38 in, 2 blades, hub radius 0.250 in","model 0.0651 in^3 with the bore cut; file quotes 0.0998 in^3"
"4x33E-PERF.PE0","4x3.3E: radius 2.00 in, 2 blades, hub radius 0.250 in","model 0.0723 in^3 with the bore cut; file quotes 0.1045 in^3"
"4x45E-PERF.PE0","4x4.5E: radius 2.00 in, 2 blades, hub radius 0.250 in","model 0.0829 in^3 with the bore cut; file quotes 0.1157 in^3"
"4x4E-3-PERF.PE0","4x4E-3: radius 2.00 in, 3 blades, hub radius 0.250 in","model 0.1121 in^3 with the bore cut; file quotes 0.1365 in^3"
"51x45E-PERF.PE0","5.1x4.5E: radius 2.55 in, 2 blades, hub radius 0.250 in","model 0.1071 in^3 with the bore cut; file quotes 0.1719 in^3"
"51x50E-3-PERF.PE0","5.1x5.0E-3: radius 2.55 in, 3 blades, hub radius 0.250 in","model 0.1391 in^3 with the bore cut; file quotes 0.1855 in^3"
"51x50E-PERF.PE0","5.1x5.0E: radius 2.55 in, 2 blades, hub radius 0.250 in","model 0.1017 in^3 with the bore cut; file quotes 0.1320 in^3"
"525x475E-PERF.PE0","5.25x4.75E: radius 2.62 in, 2 blades, hub radius 0.250 in","model 0.0853 in^3 with the bore cut; file quotes 0.1362 in^3"
"525x55E-PERF.PE0","5.25x5.5E: radius 2.62 in, 2 blades, hub radius 0.250 in","model 0.0855 in^3 with the bore cut; file quotes 0.1363 in^3"
"525x625E-PERF.PE0","5.25x6.25E: radius 2.62 in, 2 blades, hub radius 0.250 in","model 0.0855 in^3 with the bore cut; file quotes 0.1364 in^3"
"525x8E-PERF.PE0","5.25x8E: radius 2.62 in, 2 blades, hub radius 0.250 in","model 0.1128 in^3 with the bore cut; file quotes 0.1617 in^3"
"52x60E-PERF.PE0","5.2x6.0E: radius 2.60 in, 2 blades, hub radius 0.250 in","model 0.1024 in^3 with the bore cut; file quotes 0.1326 in^3"
"53x59E-PERF.PE0","5.3x5.9E: radius 2.65 in, 2 blades, hub radius 0.290 in","model 0.0927 in^3 with the bore cut; file quotes 0.1510 in^3"
"55x2-PERF.PE0","5.5x2: radius 2.75 in, 2 blades, hub radius 0.320 in","model 0.1951 in^3 with the bore cut; file quotes 0.2373 in^3"
"55x25-PERF.PE0","5.5x2.5: radius 2.75 in, 2 blades, hub radius 0.320 in","model 0.1963 in^3 with the bore cut; file quotes 0.2398 in^3"
"55x45E-PERF.PE0","5.5x4.5E: radius 2.75 in, 2 blades, hub radius 0.250 in","model 0.0944 in^3 with the bore cut; file quotes 0.1536 in^3"
"55x47E-PERF.PE0","5.5x4.7E: radius 2.75 in, 2 blades, hub radius 0.250 in","model 0.0944 in^3 with the bore cut; file quotes 0.1535 in^3"
"55x65E-PERF.PE0","5.5x6.5E: radius 2.75 in, 2 blades, hub radius 0.250 in","model 0.0951 in^3 with the bore cut; file quotes 0.1534 in^3"
"55x70-PERF.PE0","5.5x7.0: radius 2.75 in, 2 blades, hub radius 0.320 in","model 0.2552 in^3 with the bore cut; file quotes 0.2874 in^3"
"57x3-PERF.PE0","5.7x3: radius 2.85 in, 2 blades, hub radius 0.250 in","model 0.1671 in^3 with the bore cut; file quotes 0.1793 in^3"
"5x11E-PERF.PE0","5x11E: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.0955 in^3 with the bore cut; file quotes 0.1520 in^3"
"5x3-PERF.PE0","5x3: radius 2.50 in, 2 blades, hub radius 0.320 in","model 0.1723 in^3 with the bore cut; file quotes 0.2019 in^3"
"5x37E-3-PERF.PE0","5x3.7E-3: radius 2.50 in, 3 blades, hub radius 0.250 in","model 0.1944 in^3 with the bore cut; file quotes 0.2144 in^3"
"5x3E-PERF.PE0","5x3E: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.0893 in^3 with the bore cut; file quotes 0.1254 in^3"
"5x41SF-PERF.PE0","5x4.1SF: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.0476 in^3 with the bore cut; file quotes 0.0654 in^3"
"5x43E-PERF.PE0","5x4.3E: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.1340 in^3 with the bore cut; file quotes 0.1765 in^3"
"5x45E-PERF.PE0","5x4.5E: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.1275 in^3 with the bore cut; file quotes 0.1751 in^3"
"5x46E-PERF.PE0","5x4.6E: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.1450 in^3 with the bore cut; file quotes 0.1986 in^3"
"5x4E-3-PERF.PE0","5x4E-3: radius 2.50 in, 3 blades, hub radius 0.250 in","model 0.1866 in^3 with the bore cut; file quotes 0.2283 in^3"
"5x4E-4-PERF.PE0","5x4E-4: radius 2.50 in, 4 blades, hub radius 0.250 in","model 0.1748 in^3 with the bore cut; file quotes 0.2130 in^3"
"5x4R-RH-PERF.PE0","5x4R-RH: radius 2.50 in, 2 blades, hub radius 0.240 in","model 0.1090 in^3 with the bore cut; file quotes 0.1416 in^3"
"5x5E-PERF.PE0","5x5E: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.0885 in^3 with the bore cut; file quotes 0.1263 in^3"
"5x5F-PERF.PE0","5x5F: radius 2.50 in, 2 blades, hub radius 0.000 in","model 0.0123 in^3 with the bore cut; file quotes 0.1175 in^3"
"5x75E-PERF.PE0","5x7.5E: radius 2.50 in, 2 blades, hub radius 0.250 in","model 0.1000 in^3 with the bore cut; file quotes 0.1482 in^3"
"63x4-PERF.PE0","6.3x4: radius 3.12 in, 2 blades, hub radius 0.320 in","model 0.3336 in^3 with the bore cut; file quotes 0.3569 in^3"
"65x29-PERF.PE0","6.5x2.9: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3442 in^3 with the bore cut; file quotes 0.3666 in^3"
"65x37-PERF.PE0","6.5x3.7: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3798 in^3 with the bore cut; file quotes 0.4091 in^3"
"65x50-PERF.PE0","6.5x5.0: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3426 in^3 with the bore cut; file quotes 0.3711 in^3"
"65x55-PERF.PE0","6.5x5.5: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3435 in^3 with the bore cut; file quotes 0.3713 in^3"
"65x60-PERF.PE0","6.5x6.0: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3448 in^3 with the bore cut; file quotes 0.3714 in^3"
"65x65-PERF.PE0","6.5x6.5: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3459 in^3 with the bore cut; file quotes 0.3715 in^3"
"65x70-PERF.PE0","6.5x7.0: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3448 in^3 with the bore cut; file quotes 0.3719 in^3"
"65x75-PERF.PE0","6.5x7.5: radius 3.25 in, 2 blades, hub radius 0.320 in","model 0.3414 in^3 with the bore cut; file quotes 0.3701 in^3"
"6x2-PERF.PE0","6x2: radius 3.00 in, 2 blades, hub radius 0.320 in","model 0.1916 in^3 with the bore cut; file quotes 0.2419 in^3"
"6x3-PERF.PE0","6x3: radius 3.00 in, 2 blades, hub radius 0.320 in","model 0.2145 in^3 with the bore cut; file quotes 0.2593 in^3"
"6x31SF-PERF.PE0","6x3.1SF: radius 3.00 in, 2 blades, hub radius 0.250 in","model 0.0712 in^3 with the bore cut; file quotes 0.0891 in^3"
"6x3F-PERF.PE0","6x3F: radius 3.00 in, 2 blades, hub radius 0.000 in","model 0.0224 in^3 with the bore cut; file quotes 0.1385 in^3"
"6x3R-RH-PERF.PE0","6x3R-RH: radius 3.00 in, 2 blades, hub radius 0.240 in","model 0.1178 in^3 with the bore cut; file quotes 0.1563 in^3"
"6x4-PERF.PE0","6x4: radius 3.00 in, 2 blades, hub radius 0.250 in","model 0.1760 in^3 with the bore cut; file quotes 0.1943 in^3"
"6x41SF-PERF.PE0","6x4.1SF: radius 3.00 in, 2 blades, hub radius 0.250 in","model 0.0711 in^3 with the bore cut; file quotes 0.0899 in^3"
"6x42E-3-PERF.PE0","6x4.2E-3: radius 3.00 in, 3 blades, hub radius 0.250 in","model 0.2336 in^3 with the bore cut; file quotes 0.2663 in^3"
"6x45E-PERF.PE0","6x4.5E: radius 3.00 in, 2 blades, hub radius 0.250 in","model 0.2338 in^3 with the bore cut; file quotes 0.2869 in^3"
"6x4E-PERF.PE0","6x4E: radius 3.00 in, 2 blades, hub radius 0.250 in","model 0.1140 in^3 with the bore cut; file quotes 0.1641 in^3"
"6x5-PERF.PE0","6x5: radius 3.00 in, 2 blades, hub radius 0.320 in","model 0.2378 in^3 with the bore cut; file quotes 0.2619 in^3"
"6x55E-PERF.PE0","6x5.5E: radius 3.00 in, 2 blades, hub radius 0.250 in","model 0.1194 in^3 with the bore cut; file quotes 0.1828 in^3"
"6x6E-PERF.PE0","6x6E: radius 3.00 in, 2 blades, hub radius 0.250 in","model 0.1191 in^3 with the bore cut; file quotes 0.1828 in^3"
"74x75C-PERF.PE0","7.4x7.5C: radius 3.70 in, 2 blades, hub radius 0.450 in","model 0.5368 in^3 with the bore cut; file quotes 0.7131 in^3"
"74x76C-PERF.PE0","7.4x7.6C: radius 3.70 in, 2 blades, hub radius 0.450 in","model 0.5364 in^3 with the bore cut; file quotes 0.7130 in^3"
"74x77C-PERF.PE0","7.4x7.7C: radius 3.70 in, 2 blades, hub radius 0.450 in","model 0.5361 in^3 with the bore cut; file quotes 0.7129 in^3"
"78x4-PERF.PE0","7.8x4: radius 4.00 in, 2 blades, hub radius 0.450 in","model 0.6560 in^3 with the bore cut; file quotes 0.6818 in^3"
"78x6-PERF.PE0","7.8x6: radius 3.90 in, 2 blades, hub radius 0.450 in","model 0.6160 in^3 with the bore cut; file quotes 0.8902 in^3"
"78x7-PERF.PE0","7.8x7: radius 3.90 in, 2 blades, hub radius 0.450 in","model 0.6140 in^3 with the bore cut; file quotes 0.8935 in^3"
"7x10-PERF.PE0","7x10: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3539 in^3 with the bore cut; file quotes 0.4094 in^3"
"7x11E-PERF.PE0","7x11E: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.2750 in^3 with the bore cut; file quotes 0.3676 in^3"
"7x15E-PERF.PE0","7x15E: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3077 in^3 with the bore cut; file quotes 0.3551 in^3"
"7x3-PERF.PE0","7x3: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3729 in^3 with the bore cut; file quotes 0.3980 in^3"
"7x38WSF-PERF.PE0","7x3.8WSF: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.1830 in^3 with the bore cut; file quotes 0.2473 in^3"
"7x4-PERF.txt","7x4: radius 3.50 in, 2 blades, hub radius 0.320 in","model 0.3572 in^3 with the bore cut; file quotes 0.4183 in^3"
"7x41SF-PERF.PE0","7x4.1SF: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.1037 in^3 with the bore cut; file quotes 0.1250 in^3"
"7x4E-PERF.PE0","7x4E: radius 3.50 in, 2 blades, hub radius 0.250 in","model 0.2730 in^3 with the bore cut; file quotes 0.3114 in^3"
"7x4F-PERF.PE0","7x4F: radius 3.50 in, 2 blades, hub radius 0.000 in","model 0.0317 in^3 with the bore cut; file quotes 0.1965 in^3"
